"","SiteId","SiteName","MonitorDate","AQI","SO2SubIndex","COSubIndex","O3SubIndex","PM10SubIndex","NO2SubIndex","O38SubIndex","PM25SubIndex"
"1",35,"二林","2016-12-18",113,3,8,NA,73,23,67,113
"2",35,"二林","2016-12-19",115,5,6,NA,66,30,51,115
"3",35,"二林","2016-12-20",77,7,6,NA,63,24,43,77
"4",35,"二林","2016-12-21",97,9,3,NA,78,15,44,97
"5",35,"二林","2016-12-22",46,10,6,NA,46,18,25,42
"6",35,"二林","2016-12-23",85,10,7,NA,71,21,46,85
"7",35,"二林","2016-12-24",73,19,7,NA,67,25,49,73
"8",35,"二林","2016-12-25",89,10,8,NA,71,21,61,89
"9",35,"二林","2016-12-26",80,7,3,NA,66,14,42,80
"10",35,"二林","2016-12-27",92,7,6,NA,92,13,27,50
"11",35,"二林","2016-12-28",32,4,3,NA,32,19,31,20
"12",35,"二林","2016-12-29",38,4,2,NA,38,14,34,24
"13",35,"二林","2016-12-30",53,19,6,NA,52,27,38,53
"14",35,"二林","2016-12-31",47,11,5,NA,47,26,34,35
"15",35,"二林","2017-01-01",71,13,7,NA,55,18,44,71
"16",35,"二林","2017-01-02",81,7,5,NA,68,19,41,81
"17",35,"二林","2017-01-03",68,13,6,NA,57,19,35,68
"18",35,"二林","2017-01-04",67,7,5,NA,58,20,44,67
"19",35,"二林","2017-01-05",118,6,5,NA,90,18,45,118
"20",35,"二林","2017-01-06",96,11,5,NA,75,18,42,96
"21",35,"二林","2017-01-07",81,9,6,NA,68,18,44,81
"22",35,"二林","2017-01-08",83,14,8,NA,64,23,39,83
"23",35,"二林","2017-01-09",55,10,7,NA,50,21,38,55
"24",35,"二林","2017-01-10",87,20,7,NA,62,25,44,87
"25",35,"二林","2017-01-11",78,14,6,NA,62,19,44,78
"26",35,"二林","2017-01-12",63,11,5,NA,53,19,32,63
"27",35,"二林","2017-01-13",38,7,7,NA,28,20,24,38
"28",35,"二林","2017-01-14",52,6,6,NA,29,12,39,52
"29",35,"二林","2017-01-15",42,10,3,NA,20,21,33,42
"30",35,"二林","2017-01-16",30,9,3,NA,16,19,30,26
"31",35,"二林","2017-01-17",40,20,5,NA,34,25,40,32
"32",35,"二林","2017-01-18",44,9,3,NA,44,13,39,43
"33",35,"二林","2017-01-19",57,14,5,NA,41,18,37,57
"34",35,"二林","2017-01-20",71,9,6,NA,57,19,34,71
"35",35,"二林","2017-01-21",61,13,5,NA,54,17,36,61
"36",35,"二林","2017-01-22",65,11,5,NA,58,13,48,65
"37",35,"二林","2017-01-23",71,14,5,NA,58,18,37,71
"38",35,"二林","2017-01-24",56,19,6,NA,46,26,31,56
"39",35,"二林","2017-01-25",42,13,3,NA,42,17,36,37
"40",35,"二林","2017-01-26",57,10,3,NA,46,19,49,57
"41",35,"二林","2017-01-27",75,11,6,NA,57,26,43,75
"42",35,"二林","2017-01-28",66,11,3,NA,43,16,44,66
"43",35,"二林","2017-01-29",82,13,5,NA,61,17,44,82
"44",35,"二林","2017-01-30",64,9,6,NA,55,12,32,64
"45",35,"二林","2017-01-31",36,11,3,NA,34,12,36,32
"46",35,"二林","2017-02-01",44,9,3,NA,44,12,34,36
"47",35,"二林","2017-02-02",49,10,6,NA,43,15,37,49
"48",35,"二林","2017-02-03",47,11,5,NA,43,17,39,47
"49",35,"二林","2017-02-04",55,14,5,NA,55,20,35,49
"50",35,"二林","2017-02-05",80,13,7,NA,63,24,34,80
"51",67,"三重","2017-02-04",69,9,24,NA,58,50,NA,69
"52",67,"三重","2017-02-05",72,11,19,NA,56,41,NA,72
"53",67,"三重","2017-02-03",42,14,23,NA,39,42,NA,24
"54",67,"三重","2017-02-02",40,10,17,NA,40,40,NA,39
"55",67,"三重","2017-02-01",35,23,15,NA,30,35,NA,13
"56",67,"三重","2017-01-31",31,10,10,NA,31,31,NA,12
"57",67,"三重","2017-01-30",52,6,16,NA,52,43,NA,32
"58",67,"三重","2017-01-29",66,20,17,NA,65,48,NA,66
"59",67,"三重","2017-01-28",44,6,14,NA,44,42,NA,30
"60",67,"三重","2017-01-27",47,9,17,NA,43,47,NA,29
"61",67,"三重","2017-01-26",52,4,20,NA,45,52,NA,48
"62",67,"三重","2017-01-25",49,6,23,NA,37,49,NA,29
"63",67,"三重","2017-01-24",43,7,17,NA,41,43,NA,32
"64",67,"三重","2017-01-23",68,10,18,NA,62,47,NA,68
"65",67,"三重","2017-01-22",57,10,17,NA,57,55,NA,55
"66",67,"三重","2017-01-21",51,7,23,NA,49,45,NA,51
"67",67,"三重","2017-01-20",57,7,24,NA,54,54,NA,57
"68",67,"三重","2017-01-19",43,4,25,NA,38,43,NA,24
"69",67,"三重","2017-01-18",57,16,25,NA,54,57,NA,54
"70",67,"三重","2017-01-17",47,20,25,NA,34,47,NA,28
"71",67,"三重","2017-01-16",44,6,18,NA,33,44,NA,22
"72",67,"三重","2017-01-15",34,6,12,NA,31,34,NA,16
"73",67,"三重","2017-01-14",69,6,20,NA,54,46,NA,69
"74",67,"三重","2017-01-13",45,7,25,NA,27,45,NA,26
"75",67,"三重","2017-01-12",44,10,24,NA,40,44,NA,36
"76",67,"三重","2017-01-11",75,16,33,NA,54,47,NA,75
"77",67,"三重","2017-01-10",85,13,34,NA,60,50,NA,85
"78",67,"三重","2017-01-09",61,7,24,NA,52,50,NA,61
"79",67,"三重","2017-01-08",60,9,22,NA,46,40,NA,60
"80",67,"三重","2017-01-07",56,11,23,NA,56,47,NA,56
"81",67,"三重","2017-01-06",88,20,24,NA,68,49,NA,88
"82",67,"三重","2017-01-05",90,13,26,NA,69,66,NA,90
"83",67,"三重","2017-01-04",40,9,23,NA,31,40,NA,18
"84",67,"三重","2017-01-03",45,10,22,NA,40,45,NA,34
"85",67,"三重","2017-01-02",50,6,20,NA,42,50,NA,44
"86",67,"三重","2017-01-01",42,4,17,NA,31,42,NA,24
"87",67,"三重","2016-12-31",41,9,19,NA,41,41,NA,26
"88",67,"三重","2016-12-30",52,7,19,NA,52,47,NA,48
"89",67,"三重","2016-12-29",50,6,20,NA,48,50,NA,38
"90",67,"三重","2016-12-28",44,9,18,NA,36,44,NA,13
"91",67,"三重","2016-12-27",43,7,20,NA,39,43,NA,36
"92",67,"三重","2016-12-26",79,11,31,NA,62,79,NA,63
"93",67,"三重","2016-12-25",40,4,17,NA,40,40,NA,30
"94",67,"三重","2016-12-24",54,4,17,NA,54,42,NA,49
"95",67,"三重","2016-12-23",103,11,22,NA,74,56,NA,103
"96",67,"三重","2016-12-22",46,7,24,NA,44,43,NA,46
"97",67,"三重","2016-12-21",81,14,24,NA,68,81,NA,81
"98",67,"三重","2016-12-20",56,3,24,NA,37,56,NA,33
"99",67,"三重","2016-12-19",70,5,33,NA,39,70,NA,33
"100",67,"三重","2016-12-18",51,3,21,NA,37,51,NA,29
"101",27,"三義","2016-12-18",85,3,5,NA,47,20,77,85
"102",27,"三義","2016-12-19",79,3,5,NA,46,25,67,79
"103",27,"三義","2016-12-20",73,4,6,NA,51,32,47,73
"104",27,"三義","2016-12-21",80,10,5,NA,54,39,80,73
"105",27,"三義","2016-12-23",70,3,6,NA,47,11,44,70
"106",27,"三義","2016-12-22",33,4,5,NA,29,17,24,33
"107",27,"三義","2016-12-24",83,4,6,NA,55,21,45,83
"108",27,"三義","2016-12-25",81,6,7,NA,56,24,61,81
"109",27,"三義","2016-12-26",70,6,5,NA,57,17,33,70
"110",27,"三義","2016-12-27",31,4,6,NA,31,14,27,28
"111",27,"三義","2016-12-28",34,1,2,NA,15,14,34,NA
"112",27,"三義","2016-12-29",35,1,2,NA,21,9,35,NA
"113",27,"三義","2016-12-30",39,3,5,NA,26,18,39,NA
"114",27,"三義","2016-12-31",45,3,5,NA,38,21,40,45
"115",27,"三義","2017-01-01",67,6,5,NA,44,13,47,67
"116",27,"三義","2017-01-02",81,3,5,NA,55,16,35,81
"117",27,"三義","2017-01-03",52,4,3,NA,34,21,31,52
"118",27,"三義","2017-01-04",67,4,5,NA,39,24,41,67
"119",27,"三義","2017-01-05",120,6,5,NA,73,21,44,120
"120",27,"三義","2017-01-06",79,4,5,NA,57,19,41,79
"121",27,"三義","2017-01-07",79,7,6,NA,54,25,31,79
"122",27,"三義","2017-01-08",64,4,7,NA,36,22,33,64
"123",27,"三義","2017-01-09",61,4,6,NA,33,13,38,61
"124",27,"三義","2017-01-10",80,4,6,NA,43,16,47,80
"125",27,"三義","2017-01-11",88,3,5,NA,51,21,44,88
"126",27,"三義","2017-01-12",71,4,5,NA,44,16,30,71
"127",27,"三義","2017-01-13",29,3,7,NA,19,18,21,29
"128",27,"三義","2017-01-14",43,3,5,NA,19,9,36,43
"129",27,"三義","2017-01-15",32,1,2,NA,13,8,32,23
"130",27,"三義","2017-01-16",30,3,2,NA,13,8,30,26
"131",27,"三義","2017-01-17",50,3,3,NA,29,18,39,50
"132",27,"三義","2017-01-18",37,3,3,NA,25,19,33,37
"133",27,"三義","2017-01-19",48,3,3,NA,30,16,29,48
"134",27,"三義","2017-01-20",58,4,6,NA,27,11,38,58
"135",27,"三義","2017-01-21",55,3,3,NA,32,15,37,55
"136",27,"三義","2017-01-22",59,4,3,NA,34,8,49,59
"137",27,"三義","2017-01-23",67,3,3,NA,36,9,37,67
"138",27,"三義","2017-01-24",46,3,3,NA,26,16,31,46
"139",27,"三義","2017-01-25",40,4,3,NA,23,18,33,40
"140",27,"三義","2017-01-26",50,3,5,NA,30,29,44,50
"141",27,"三義","2017-01-27",70,4,3,NA,37,17,44,70
"142",27,"三義","2017-01-28",54,3,3,NA,28,11,43,54
"143",27,"三義","2017-01-29",60,4,3,NA,31,16,45,60
"144",27,"三義","2017-01-30",49,6,5,NA,28,16,32,49
"145",27,"三義","2017-01-31",38,3,2,NA,17,9,38,28
"146",27,"三義","2017-02-01",33,3,2,NA,19,8,33,32
"147",27,"三義","2017-02-02",41,3,3,NA,20,6,40,41
"148",27,"三義","2017-02-03",55,3,3,NA,33,19,39,55
"149",27,"三義","2017-02-04",69,6,3,NA,49,26,28,69
"150",27,"三義","2017-02-05",69,4,6,NA,34,18,31,69
"151",5,"土城","2017-02-05",85,7,8,NA,52,29,34,85
"152",5,"土城","2017-02-04",76,9,8,NA,52,38,32,76
"153",5,"土城","2017-02-03",36,6,7,NA,24,30,36,29
"154",5,"土城","2017-02-02",47,9,6,NA,31,15,33,47
"155",5,"土城","2017-02-01",85,7,5,NA,25,85,34,29
"156",5,"土城","2017-01-31",37,3,3,NA,18,19,37,19
"157",5,"土城","2017-01-30",76,4,8,NA,41,25,34,76
"158",5,"土城","2017-01-29",92,9,10,NA,50,44,41,92
"159",5,"土城","2017-01-28",49,4,5,NA,25,25,49,37
"160",5,"土城","2017-01-27",47,7,6,NA,31,24,42,47
"161",5,"土城","2017-01-26",44,6,7,NA,34,27,40,44
"162",5,"土城","2017-01-25",36,7,6,NA,27,23,36,34
"163",5,"土城","2017-01-24",38,10,5,NA,23,20,38,25
"164",5,"土城","2017-01-23",57,3,5,NA,47,17,44,57
"165",5,"土城","2017-01-22",52,9,6,NA,43,21,51,52
"166",5,"土城","2017-01-21",41,4,7,NA,34,30,36,41
"167",5,"土城","2017-01-20",60,6,8,NA,37,29,35,60
"168",5,"土城","2017-01-19",45,10,7,NA,30,31,30,45
"169",5,"土城","2017-01-18",56,11,7,NA,40,29,32,56
"170",5,"土城","2017-01-17",33,7,9,NA,19,32,33,19
"171",5,"土城","2017-01-16",31,4,5,NA,16,24,31,18
"172",5,"土城","2017-01-15",39,10,5,NA,14,21,39,19
"173",5,"土城","2017-01-14",68,9,6,NA,39,17,41,68
"174",5,"土城","2017-01-13",32,10,9,NA,13,26,32,31
"175",5,"土城","2017-01-12",45,13,6,NA,25,29,30,45
"176",5,"土城","2017-01-11",70,10,6,NA,43,19,38,70
"177",5,"土城","2017-01-10",81,3,7,NA,45,25,37,81
"178",5,"土城","2017-01-09",68,10,8,NA,41,27,34,68
"179",5,"土城","2017-01-07",87,11,8,NA,47,29,36,87
"180",5,"土城","2017-01-08",65,17,8,NA,34,23,30,65
"181",5,"土城","2017-01-06",110,11,9,NA,57,42,27,110
"182",5,"土城","2017-01-05",112,17,10,NA,57,42,38,112
"183",5,"土城","2017-01-04",31,4,8,NA,17,27,31,29
"184",5,"土城","2017-01-03",38,3,6,NA,23,22,30,38
"185",5,"土城","2017-01-02",60,7,7,NA,35,30,46,60
"186",5,"土城","2017-01-01",36,3,6,NA,13,26,36,23
"187",5,"土城","2016-12-31",32,3,5,NA,19,20,32,22
"188",5,"土城","2016-12-30",41,4,7,NA,35,23,36,41
"189",5,"土城","2016-12-29",31,6,5,NA,28,20,31,24
"190",5,"土城","2016-12-28",31,4,5,NA,20,23,31,15
"191",5,"土城","2016-12-27",37,4,7,NA,28,21,23,37
"192",5,"土城","2016-12-26",75,9,10,NA,45,47,54,75
"193",5,"土城","2016-12-25",38,3,6,NA,27,25,38,29
"194",5,"土城","2016-12-24",49,3,6,NA,40,16,42,49
"195",5,"土城","2016-12-22",68,9,8,NA,44,30,20,68
"196",5,"土城","2016-12-23",88,7,7,NA,62,14,44,88
"197",5,"土城","2016-12-21",92,14,9,NA,56,56,42,92
"198",5,"土城","2016-12-20",29,2,9,NA,20,29,28,28
"199",5,"土城","2016-12-19",71,4,13,NA,33,71,30,48
"200",5,"土城","2016-12-18",46,5,9,NA,28,44,46,33
"201",11,"士林","2016-12-18",43,2,4,NA,20,30,43,23
"202",11,"士林","2016-12-19",57,2,13,NA,20,57,34,34
"203",11,"士林","2016-12-20",33,2,3,NA,14,11,33,16
"204",11,"士林","2016-12-21",70,7,8,NA,41,39,44,70
"205",11,"士林","2016-12-23",102,9,7,NA,59,12,51,102
"206",11,"士林","2016-12-22",51,4,7,NA,21,26,31,51
"207",11,"士林","2016-12-24",59,13,5,NA,55,9,44,59
"208",11,"士林","2016-12-25",38,3,3,NA,23,10,38,33
"209",11,"士林","2016-12-26",69,7,7,NA,42,37,50,69
"210",11,"士林","2016-12-27",43,4,7,NA,21,29,31,43
"211",11,"士林","2016-12-28",38,3,5,NA,21,24,38,17
"212",11,"士林","2016-12-29",39,3,3,NA,24,17,39,34
"213",11,"士林","2016-12-30",44,17,3,NA,33,18,42,44
"214",11,"士林","2016-12-31",36,14,2,NA,19,12,36,26
"215",11,"士林","2017-01-01",39,3,3,NA,19,13,39,30
"216",11,"士林","2017-01-02",53,11,6,NA,28,23,42,53
"217",11,"士林","2017-01-03",37,7,3,NA,17,23,37,32
"218",11,"士林","2017-01-04",33,6,2,NA,14,18,33,19
"219",11,"士林","2017-01-05",90,10,9,NA,53,37,48,90
"220",11,"士林","2017-01-06",85,11,7,NA,48,31,29,85
"221",11,"士林","2017-01-08",57,13,9,NA,29,27,37,57
"222",11,"士林","2017-01-07",58,7,7,NA,29,32,36,58
"223",11,"士林","2017-01-09",61,3,7,NA,30,13,42,61
"224",11,"士林","2017-01-10",80,14,6,NA,48,14,43,80
"225",11,"士林","2017-01-11",72,14,5,NA,37,13,43,72
"226",11,"士林","2017-01-12",38,4,5,NA,20,18,35,38
"227",11,"士林","2017-01-13",29,3,8,NA,13,25,29,23
"228",11,"士林","2017-01-14",70,6,5,NA,31,11,44,70
"229",11,"士林","2017-01-15",42,3,2,NA,14,8,42,20
"230",11,"士林","2017-01-16",36,4,3,NA,15,12,36,27
"231",11,"士林","2017-01-17",33,31,3,NA,20,25,33,26
"232",11,"士林","2017-01-18",42,10,10,NA,28,36,31,42
"233",11,"士林","2017-01-19",30,1,6,NA,20,21,30,21
"234",11,"士林","2017-01-20",59,4,6,NA,32,15,41,59
"235",11,"士林","2017-01-21",46,4,6,NA,32,30,41,46
"236",11,"士林","2017-01-22",61,6,5,NA,39,26,54,61
"237",11,"士林","2017-01-23",60,4,5,NA,47,9,44,60
"238",11,"士林","2017-01-24",41,1,2,NA,23,7,41,25
"239",11,"士林","2017-01-25",40,3,3,NA,21,11,40,23
"240",11,"士林","2017-01-26",46,9,3,NA,29,14,44,46
"241",11,"士林","2017-01-27",42,17,5,NA,23,28,42,35
"242",11,"士林","2017-01-28",40,4,3,NA,19,16,40,37
"243",11,"士林","2017-01-29",85,10,7,NA,43,35,36,85
"244",11,"士林","2017-01-30",71,4,9,NA,37,29,38,71
"245",11,"士林","2017-01-31",40,14,2,NA,16,13,40,18
"246",11,"士林","2017-02-01",38,3,2,NA,15,6,38,22
"247",11,"士林","2017-02-02",40,10,5,NA,24,9,40,34
"248",11,"士林","2017-02-03",32,26,3,NA,19,18,32,30
"249",11,"士林","2017-02-04",63,7,10,NA,37,35,33,63
"250",11,"士林","2017-02-05",64,6,6,NA,38,27,34,64
"251",16,"大同","2017-02-05",67,7,11,NA,54,36,NA,67
"252",16,"大同","2017-02-04",68,7,19,NA,58,47,NA,68
"253",16,"大同","2017-02-03",42,16,14,NA,36,42,NA,20
"254",16,"大同","2017-02-02",49,7,9,NA,43,36,NA,49
"255",16,"大同","2017-02-01",31,6,7,NA,31,25,NA,29
"256",16,"大同","2017-01-31",33,9,7,NA,33,29,NA,31
"257",16,"大同","2017-01-30",74,6,15,NA,52,42,NA,74
"258",16,"大同","2017-01-29",100,21,15,NA,61,45,NA,100
"259",16,"大同","2017-01-28",42,4,11,NA,40,40,NA,42
"260",16,"大同","2017-01-27",41,7,11,NA,41,40,NA,39
"261",16,"大同","2017-01-26",49,7,16,NA,46,49,NA,45
"262",16,"大同","2017-01-25",44,6,12,NA,44,44,NA,31
"263",16,"大同","2017-01-24",43,9,12,NA,43,41,NA,30
"264",16,"大同","2017-01-23",61,13,12,NA,61,43,NA,61
"265",16,"大同","2017-01-22",56,9,8,NA,56,42,NA,54
"266",16,"大同","2017-01-21",44,4,15,NA,44,40,NA,41
"267",16,"大同","2017-01-20",53,4,11,NA,48,36,NA,53
"268",16,"大同","2017-01-19",43,9,27,NA,35,43,NA,26
"269",16,"大同","2017-01-18",57,17,24,NA,50,51,NA,57
"270",16,"大同","2017-01-17",42,17,18,NA,37,42,NA,24
"271",16,"大同","2017-01-16",41,9,15,NA,38,41,NA,22
"272",16,"大同","2017-01-15",35,9,10,NA,33,35,NA,26
"273",16,"大同","2017-01-14",79,7,11,NA,56,42,NA,79
"274",16,"大同","2017-01-13",43,6,18,NA,31,43,NA,29
"275",16,"大同","2017-01-12",41,11,17,NA,38,41,NA,34
"276",16,"大同","2017-01-11",84,20,10,NA,60,53,NA,84
"277",16,"大同","2017-01-10",86,14,12,NA,61,45,NA,86
"278",16,"大同","2017-01-09",60,7,12,NA,52,39,NA,60
"279",16,"大同","2017-01-07",58,7,17,NA,48,42,NA,58
"280",16,"大同","2017-01-08",64,9,14,NA,45,40,NA,64
"281",16,"大同","2017-01-06",98,17,18,NA,62,44,NA,98
"282",16,"大同","2017-01-05",94,13,23,NA,63,68,NA,94
"283",16,"大同","2017-01-04",34,7,12,NA,31,34,NA,24
"284",16,"大同","2017-01-03",40,9,16,NA,40,40,NA,31
"285",16,"大同","2017-01-02",42,6,15,NA,42,42,NA,40
"286",16,"大同","2017-01-01",41,4,11,NA,31,41,NA,19
"287",16,"大同","2016-12-31",38,9,11,NA,38,38,NA,18
"288",16,"大同","2016-12-30",51,9,16,NA,51,43,NA,39
"289",16,"大同","2016-12-29",42,7,9,NA,42,39,NA,26
"290",16,"大同","2016-12-28",42,7,15,NA,33,42,NA,20
"291",16,"大同","2016-12-27",38,9,12,NA,34,38,NA,34
"292",16,"大同","2016-12-26",76,14,26,NA,54,76,NA,70
"293",16,"大同","2016-12-25",39,4,10,NA,39,36,NA,32
"294",16,"大同","2016-12-24",54,4,9,NA,54,37,NA,46
"295",16,"大同","2016-12-22",45,7,18,NA,44,40,NA,45
"296",16,"大同","2016-12-23",79,10,14,NA,72,43,NA,79
"297",16,"大同","2016-12-21",71,10,25,NA,57,71,NA,68
"298",16,"大同","2016-12-20",38,3,10,NA,33,38,NA,14
"299",16,"大同","2016-12-19",53,5,27,NA,33,53,NA,28
"300",16,"大同","2016-12-18",47,5,14,NA,32,47,NA,25
"301",30,"大里","2016-12-18",99,5,9,NA,62,37,67,99
"302",30,"大里","2016-12-19",96,4,12,NA,62,48,58,96
"303",30,"大里","2016-12-20",116,7,13,NA,76,55,115,116
"304",30,"大里","2016-12-21",128,11,8,NA,82,34,43,128
"305",30,"大里","2016-12-23",81,6,11,NA,52,42,43,81
"306",30,"大里","2016-12-22",72,6,8,NA,54,29,22,72
"307",30,"大里","2016-12-24",121,10,9,NA,81,42,47,121
"308",30,"大里","2016-12-25",121,6,11,NA,78,39,80,121
"309",30,"大里","2016-12-26",108,6,8,NA,71,36,32,108
"310",30,"大里","2016-12-27",55,6,7,NA,44,22,22,55
"311",30,"大里","2016-12-28",35,4,7,NA,NA,35,29,NA
"312",30,"大里","2016-12-29",31,3,5,NA,19,27,30,31
"313",30,"大里","2016-12-30",70,7,11,NA,40,42,38,70
"314",30,"大里","2016-12-31",88,6,12,NA,61,42,51,88
"315",30,"大里","2017-01-01",110,7,9,NA,62,30,51,110
"316",30,"大里","2017-01-02",117,10,9,NA,65,41,42,117
"317",30,"大里","2017-01-03",104,6,10,NA,64,40,50,104
"318",30,"大里","2017-01-04",97,9,9,NA,57,40,44,97
